zone,date,day_of_week,is_weekend,hour,base_load_kw,ev_load_kw,total_load_kw,ev_count_on_day,transformer_utilization_pct
Koramangala,2025-06-05,Thursday,False,20,392.7,3193.4,3586.0,915,100.0
Koramangala,2025-06-05,Thursday,False,21,411.6,2356.6,2768.2,915,100.0
Koramangala,2025-06-05,Thursday,False,22,290.5,1982.6,2273.2,915,100.0
Koramangala,2025-06-05,Thursday,False,23,278.8,811.4,1090.2,915,100.0
HSR Layout,2025-06-05,Thursday,False,0,105.7,576.0,681.7,620,100.0
HSR Layout,2025-06-05,Thursday,False,1,126.7,542.2,669.0,620,100.0
HSR Layout,2025-06-05,Thursday,False,2,119.6,533.2,652.9,620,100.0
HSR Layout,2025-06-05,Thursday,False,3,111.5,137.5,249.0,620,38.3
HSR Layout,2025-06-05,Thursday,False,4,109.2,134.9,244.1,620,37.6
HSR Layout,2025-06-05,Thursday,False,5,185.1,136.5,321.6,620,49.5
HSR Layout,2025-06-05,Thursday,False,6,220.4,455.4,675.8,620,100.0
HSR Layout,2025-06-05,Thursday,False,7,244.7,403.1,647.8,620,99.7
HSR Layout,2025-06-05,Thursday,False,8,289.2,448.1,737.3,620,100.0
HSR Layout,2025-06-05,Thursday,False,9,301.7,434.6,736.3,620,100.0
HSR Layout,2025-06-05,Thursday,False,10,322.9,135.6,458.5,620,70.5
HSR Layout,2025-06-05,Thursday,False,11,293.8,130.1,424.0,620,65.2
HSR Layout,2025-06-05,Thursday,False,12,310.4,133.3,443.7,620,68.3
HSR Layout,2025-06-05,Thursday,False,13,301.3,132.6,433.9,620,66.7
HSR Layout,2025-06-05,Thursday,False,14,278.0,137.1,415.1,620,63.9
HSR Layout,2025-06-05,Thursday,False,15,255.9,127.4,383.3,620,59.0
HSR Layout,2025-06-05,Thursday,False,16,267.9,129.6,397.5,620,61.2
HSR Layout,2025-06-05,Thursday,False,17,286.3,128.9,415.2,620,63.9
HSR Layout,2025-06-05,Thursday,False,18,311.9,1268.7,1580.6,620,100.0
HSR Layout,2025-06-05,Thursday,False,19,328.6,1467.1,1795.8,620,100.0
HSR Layout,2025-06-05,Thursday,False,20,286.9,2088.7,2375.6,620,100.0
HSR Layout,2025-06-05,Thursday,False,21,287.9,1551.6,1839.6,620,100.0
HSR Layout,2025-06-05,Thursday,False,22,194.0,1323.4,1517.5,620,100.0
HSR Layout,2025-06-05,Thursday,False,23,198.3,516.3,714.6,620,100.0
Whitefield,2025-06-05,Thursday,False,0,228.3,710.3,938.6,807,85.3
Whitefield,2025-06-05,Thursday,False,1,195.5,700.6,896.0,807,81.5
Whitefield,2025-06-05,Thursday,False,2,194.8,738.0,932.9,807,84.8
Whitefield,2025-06-05,Thursday,False,3,242.4,171.8,414.2,807,37.7
Whitefield,2025-06-05,Thursday,False,4,239.3,167.7,407.0,807,37.0
Whitefield,2025-06-05,Thursday,False,5,341.9,169.2,511.1,807,46.5
Whitefield,2025-06-05,Thursday,False,6,394.2,583.0,977.1,807,88.8
Whitefield,2025-06-05,Thursday,False,7,444.7,578.4,1023.1,807,93.0
Whitefield,2025-06-05,Thursday,False,8,534.8,617.5,1152.3,807,100.0
Whitefield,2025-06-05,Thursday,False,9,519.7,636.8,1156.6,807,100.0
Whitefield,2025-06-05,Thursday,False,10,576.0,173.6,749.6,807,68.1
Whitefield,2025-06-05,Thursday,False,11,588.7,179.6,768.3,807,69.8
Whitefield,2025-06-05,Thursday,False,12,573.8,185.2,759.0,807,69.0
Whitefield,2025-06-05,Thursday,False,13,560.7,182.3,743.0,807,67.5
Whitefield,2025-06-05,Thursday,False,14,477.4,178.0,655.4,807,59.6
Whitefield,2025-06-05,Thursday,False,15,511.7,184.3,696.0,807,63.3
Whitefield,2025-06-05,Thursday,False,16,514.4,176.1,690.5,807,62.8
Whitefield,2025-06-05,Thursday,False,17,570.3,171.4,741.8,807,67.4
Whitefield,2025-06-05,Thursday,False,18,582.8,1575.7,2158.5,807,100.0
Whitefield,2025-06-05,Thursday,False,19,634.1,2257.2,2891.3,807,100.0
Whitefield,2025-06-05,Thursday,False,20,556.0,2721.2,3277.2,807,100.0
Whitefield,2025-06-05,Thursday,False,21,565.4,2043.1,2608.5,807,100.0
Whitefield,2025-06-05,Thursday,False,22,387.8,1792.0,2179.8,807,100.0
Whitefield,2025-06-05,Thursday,False,23,363.1,643.8,1006.9,807,91.5
Electronic City,2025-06-05,Thursday,False,0,211.0,432.5,643.5,503,53.6
Electronic City,2025-06-05,Thursday,False,1,209.9,430.9,640.7,503,53.4
Electronic City,2025-06-05,Thursday,False,2,221.2,434.6,655.8,503,54.6
Electronic City,2025-06-05,Thursday,False,3,224.1,108.5,332.6,503,27.7
Electronic City,2025-06-05,Thursday,False,4,246.5,103.4,349.9,503,29.2
Electronic City,2025-06-05,Thursday,False,5,373.9,104.0,477.9,503,39.8
Electronic City,2025-06-05,Thursday,False,6,421.7,360.7,782.4,503,65.2
Electronic City,2025-06-05,Thursday,False,7,482.6,365.5,848.1,503,70.7
Electronic City,2025-06-05,Thursday,False,8,594.0,361.7,955.7,503,79.6
Electronic City,2025-06-05,Thursday,False,9,583.3,379.0,962.3,503,80.2
Electronic City,2025-06-05,Thursday,False,10,629.4,113.5,742.8,503,61.9
Electronic City,2025-06-05,Thursday,False,11,600.2,101.5,701.8,503,58.5
Electronic City,2025-06-05,Thursday,False,12,647.7,105.4,753.1,503,62.8
Electronic City,2025-06-05,Thursday,False,13,579.3,112.5,691.9,503,57.7
Electronic City,2025-06-05,Thursday,False,14,516.7,106.5,623.2,503,51.9
Electronic City,2025-06-05,Thursday,False,15,538.2,107.9,646.1,503,53.8
Electronic City,2025-06-05,Thursday,False,16,528.4,117.3,645.7,503,53.8
Electronic City,2025-06-05,Thursday,False,17,613.8,103.8,717.6,503,59.8
Electronic City,2025-06-05,Thursday,False,18,649.0,1012.3,1661.4,503,100.0
Electronic City,2025-06-05,Thursday,False,19,640.6,1279.4,1920.0,503,100.0
Electronic City,2025-06-05,Thursday,False,20,593.5,1633.0,2226.5,503,100.0
Electronic City,2025-06-05,Thursday,False,21,588.7,1350.0,1938.7,503,100.0
Electronic City,2025-06-05,Thursday,False,22,418.2,1087.2,1505.4,503,100.0
Electronic City,2025-06-05,Thursday,False,23,380.9,419.9,800.8,503,66.7
Hebbal,2025-06-05,Thursday,False,0,114.2,349.5,463.7,421,77.3
Hebbal,2025-06-05,Thursday,False,1,110.3,379.0,489.3,421,81.6
Hebbal,2025-06-05,Thursday,False,2,90.9,356.4,447.3,421,74.6
Hebbal,2025-06-05,Thursday,False,3,113.2,90.3,203.5,421,33.9
Hebbal,2025-06-05,Thursday,False,4,102.2,94.7,196.9,421,32.8
Hebbal,2025-06-05,Thursday,False,5,176.3,87.9,264.2,421,44.0
Hebbal,2025-06-05,Thursday,False,6,206.5,276.1,482.6,421,80.4
Hebbal,2025-06-05,Thursday,False,7,201.0,296.2,497.3,421,82.9
Hebbal,2025-06-05,Thursday,False,8,254.0,298.7,552.7,421,92.1
Hebbal,2025-06-05,Thursday,False,9,264.3,292.1,556.4,421,92.7
Hebbal,2025-06-05,Thursday,False,10,279.2,88.3,367.5,421,61.2
Hebbal,2025-06-05,Thursday,False,11,278.3,91.1,369.4,421,61.6
Hebbal,2025-06-05,Thursday,False,12,270.2,90.6,360.8,421,60.1
Hebbal,2025-06-05,Thursday,False,13,282.3,88.7,371.0,421,61.8
Hebbal,2025-06-05,Thursday,False,14,230.4,86.5,316.9,421,52.8
Hebbal,2025-06-05,Thursday,False,15,239.8,93.1,332.9,421,55.5
Hebbal,2025-06-05,Thursday,False,16,249.9,98.4,348.3,421,58.1
Hebbal,2025-06-05,Thursday,False,17,284.9,86.9,371.8,421,62.0
Hebbal,2025-06-05,Thursday,False,18,282.4,783.9,1066.4,421,100.0
Hebbal,2025-06-05,Thursday,False,19,287.5,1087.6,1375.1,421,100.0
Hebbal,2025-06-05,Thursday,False,20,245.1,1507.8,1752.9,421,100.0
Hebbal,2025-06-05,Thursday,False,21,262.7,1003.4,1266.1,421,100.0
Hebbal,2025-06-05,Thursday,False,22,179.0,951.6,1130.6,421,100.0
Hebbal,2025-06-05,Thursday,False,23,198.7,364.8,563.5,421,93.9
Indiranagar,2025-06-05,Thursday,False,0,137.2,642.8,780.0,701,100.0
Indiranagar,2025-06-05,Thursday,False,1,134.3,619.6,753.9,701,100.0
Indiranagar,2025-06-05,Thursday,False,2,145.9,573.1,719.0,701,95.9
Indiranagar,2025-06-05,Thursday,False,3,154.0,144.8,298.8,701,39.8
Indiranagar,2025-06-05,Thursday,False,4,128.7,152.2,280.9,701,37.4
Indiranagar,2025-06-05,Thursday,False,5,224.8,156.5,381.3,701,50.8
Indiranagar,2025-06-05,Thursday,False,6,244.4,511.9,756.3,701,100.0
Indiranagar,2025-06-05,Thursday,False,7,288.6,504.9,793.5,701,100.0
Indiranagar,2025-06-05,Thursday,False,8,321.0,489.5,810.5,701,100.0
Indiranagar,2025-06-05,Thursday,False,9,356.6,484.2,840.9,701,100.0
Indiranagar,2025-06-05,Thursday,False,10,343.3,149.1,492.4,701,65.7
Indiranagar,2025-06-05,Thursday,False,11,349.0,157.9,507.0,701,67.6
Indiranagar,2025-06-05,Thursday,False,12,332.9,154.0,487.0,701,64.9
Indiranagar,2025-06-05,Thursday,False,13,363.3,145.2,508.6,701,67.8
Indiranagar,2025-06-05,Thursday,False,14,312.0,135.1,447.1,701,59.6
Indiranagar,2025-06-05,Thursday,False,15,321.2,157.4,478.7,701,63.8
Indiranagar,2025-06-05,Thursday,False,16,310.8,141.4,452.2,701,60.3
Indiranagar,2025-06-05,Thursday,False,17,365.5,149.6,515.0,701,68.7
Indiranagar,2025-06-05,Thursday,False,18,333.0,1520.6,1853.7,701,100.0
Indiranagar,2025-06-05,Thursday,False,19,386.8,1992.5,2379.3,701,100.0
Indiranagar,2025-06-05,Thursday,False,20,327.2,2053.6,2380.8,701,100.0
Indiranagar,2025-06-05,Thursday,False,21,337.4,1915.8,2253.2,701,100.0
Indiranagar,2025-06-05,Thursday,False,22,222.3,1347.2,1569.5,701,100.0
Indiranagar,2025-06-05,Thursday,False,23,241.7,595.2,836.9,701,100.0
Koramangala,2025-06-06,Friday,False,0,167.2,792.0,959.3,916,100.0
Koramangala,2025-06-06,Friday,False,1,156.5,788.9,945.4,916,100.0
Koramangala,2025-06-06,Friday,False,2,153.9,773.3,927.2,916,100.0
Koramangala,2025-06-06,Friday,False,3,143.8,202.6,346.4,916,38.5
Koramangala,2025-06-06,Friday,False,4,175.7,192.9,368.6,916,41.0
Koramangala,2025-06-06,Friday,False,5,274.9,201.6,476.5,916,52.9
Koramangala,2025-06-06,Friday,False,6,289.3,681.1,970.4,916,100.0
Koramangala,2025-06-06,Friday,False,7,335.3,644.5,979.9,916,100.0
Koramangala,2025-06-06,Friday,False,8,393.1,694.0,1087.1,916,100.0
Koramangala,2025-06-06,Friday,False,9,398.5,659.7,1058.2,916,100.0
Koramangala,2025-06-06,Friday,False,10,411.4,193.0,604.4,916,67.2
Koramangala,2025-06-06,Friday,False,11,403.5,188.9,592.4,916,65.8
Koramangala,2025-06-06,Friday,False,12,407.4,201.1,608.5,916,67.6
Koramangala,2025-06-06,Friday,False,13,414.1,189.9,603.9,916,67.1
Koramangala,2025-06-06,Friday,False,14,354.6,206.3,560.9,916,62.3
Koramangala,2025-06-06,Friday,False,15,354.6,206.0,560.6,916,62.3
Koramangala,2025-06-06,Friday,False,16,352.9,201.6,554.5,916,61.6
Koramangala,2025-06-06,Friday,False,17,427.6,171.6,599.2,916,66.6
Koramangala,2025-06-06,Friday,False,18,438.2,2037.3,2475.5,916,100.0
Koramangala,2025-06-06,Friday,False,19,431.3,2482.4,2913.7,916,100.0
Koramangala,2025-06-06,Friday,False,20,387.7,3021.8,3409.5,916,100.0
Koramangala,2025-06-06,Friday,False,21,432.7,2172.2,2604.9,916,100.0
Koramangala,2025-06-06,Friday,False,22,265.3,1988.8,2254.1,916,100.0
Koramangala,2025-06-06,Friday,False,23,289.3,736.7,1026.0,916,100.0
HSR Layout,2025-06-06,Friday,False,0,110.8,520.1,630.9,620,97.1
HSR Layout,2025-06-06,Friday,False,1,110.6,532.6,643.2,620,99.0
HSR Layout,2025-06-06,Friday,False,2,102.8,528.9,631.7,620,97.2
HSR Layout,2025-06-06,Friday,False,3,107.8,133.5,241.2,620,37.1
HSR Layout,2025-06-06,Friday,False,4,110.1,132.8,242.9,620,37.4
HSR Layout,2025-06-06,Friday,False,5,173.7,140.3,314.0,620,48.3
HSR Layout,2025-06-06,Friday,False,6,207.7,446.7,654.4,620,100.0
HSR Layout,2025-06-06,Friday,False,7,236.2,446.6,682.8,620,100.0
HSR Layout,2025-06-06,Friday,False,8,284.6,464.4,749.0,620,100.0
HSR Layout,2025-06-06,Friday,False,9,295.1,430.3,725.4,620,100.0
HSR Layout,2025-06-06,Friday,False,10,311.8,129.8,441.6,620,67.9
HSR Layout,2025-06-06,Friday,False,11,300.6,126.9,427.4,620,65.8
HSR Layout,2025-06-06,Friday,False,12,311.9,128.7,440.6,620,67.8
HSR Layout,2025-06-06,Friday,False,13,313.4,133.5,446.9,620,68.8
HSR Layout,2025-06-06,Friday,False,14,276.4,128.8,405.2,620,62.3
HSR Layout,2025-06-06,Friday,False,15,248.1,122.9,371.0,620,57.1
HSR Layout,2025-06-06,Friday,False,16,293.0,129.9,422.9,620,65.1
HSR Layout,2025-06-06,Friday,False,17,319.0,125.2,444.3,620,68.3
HSR Layout,2025-06-06,Friday,False,18,316.5,1317.1,1633.6,620,100.0
HSR Layout,2025-06-06,Friday,False,19,349.9,1625.4,1975.3,620,100.0
HSR Layout,2025-06-06,Friday,False,20,287.5,2044.0,2331.5,620,100.0
HSR Layout,2025-06-06,Friday,False,21,285.3,1685.5,1970.8,620,100.0
HSR Layout,2025-06-06,Friday,False,22,200.3,1245.8,1446.1,620,100.0
HSR Layout,2025-06-06,Friday,False,23,205.8,538.6,744.4,620,100.0
Whitefield,2025-06-06,Friday,False,0,233.5,754.9,988.4,807,89.9
Whitefield,2025-06-06,Friday,False,1,209.8,682.9,892.7,807,81.2
Whitefield,2025-06-06,Friday,False,2,194.0,715.4,909.4,807,82.7
Whitefield,2025-06-06,Friday,False,3,207.1,177.3,384.4,807,34.9
Whitefield,2025-06-06,Friday,False,4,241.1,168.3,409.5,807,37.2
Whitefield,2025-06-06,Friday,False,5,335.6,183.2,518.8,807,47.2
Whitefield,2025-06-06,Friday,False,6,407.9,598.5,1006.4,807,91.5
Whitefield,2025-06-06,Friday,False,7,437.4,539.3,976.7,807,88.8
Whitefield,2025-06-06,Friday,False,8,519.1,551.7,1070.8,807,97.3
Whitefield,2025-06-06,Friday,False,9,568.4,589.3,1157.7,807,100.0
Whitefield,2025-06-06,Friday,False,10,571.3,170.6,741.9,807,67.4
Whitefield,2025-06-06,Friday,False,11,572.7,171.5,744.2,807,67.7
Whitefield,2025-06-06,Friday,False,12,552.8,191.6,744.4,807,67.7
Whitefield,2025-06-06,Friday,False,13,553.4,180.1,733.6,807,66.7
Whitefield,2025-06-06,Friday,False,14,508.5,161.0,669.5,807,60.9
Whitefield,2025-06-06,Friday,False,15,488.4,181.5,669.8,807,60.9
Whitefield,2025-06-06,Friday,False,16,498.6,161.5,660.2,807,60.0
Whitefield,2025-06-06,Friday,False,17,583.7,169.2,752.9,807,68.4
Whitefield,2025-06-06,Friday,False,18,597.0,1911.5,2508.5,807,100.0
Whitefield,2025-06-06,Friday,False,19,608.5,2215.7,2824.2,807,100.0
Whitefield,2025-06-06,Friday,False,20,546.5,2468.3,3014.8,807,100.0
Whitefield,2025-06-06,Friday,False,21,570.5,2084.7,2655.2,807,100.0
Whitefield,2025-06-06,Friday,False,22,371.5,1836.1,2207.7,807,100.0
Whitefield,2025-06-06,Friday,False,23,369.5,739.6,1109.1,807,100.0
Electronic City,2025-06-06,Friday,False,0,242.1,422.6,664.7,503,55.4
Electronic City,2025-06-06,Friday,False,1,241.2,419.0,660.2,503,55.0
Electronic City,2025-06-06,Friday,False,2,252.5,461.7,714.2,503,59.5
Electronic City,2025-06-06,Friday,False,3,235.3,115.9,351.3,503,29.3
Electronic City,2025-06-06,Friday,False,4,237.6,113.6,351.2,503,29.3
Electronic City,2025-06-06,Friday,False,5,427.6,122.1,549.7,503,45.8
Electronic City,2025-06-06,Friday,False,6,418.2,367.5,785.7,503,65.5
Electronic City,2025-06-06,Friday,False,7,454.2,376.6,830.9,503,69.2
Electronic City,2025-06-06,Friday,False,8,577.0,348.1,925.1,503,77.1
Electronic City,2025-06-06,Friday,False,9,619.8,357.4,977.1,503,81.4
Electronic City,2025-06-06,Friday,False,10,612.3,110.8,723.1,503,60.3
Electronic City,2025-06-06,Friday,False,11,593.3,108.5,701.8,503,58.5
Electronic City,2025-06-06,Friday,False,12,637.7,105.3,743.0,503,61.9
Electronic City,2025-06-06,Friday,False,13,616.2,105.5,721.7,503,60.1
Electronic City,2025-06-06,Friday,False,14,516.1,108.2,624.3,503,52.0
Electronic City,2025-06-06,Friday,False,15,589.6,112.9,702.5,503,58.5
Electronic City,2025-06-06,Friday,False,16,545.0,105.8,650.8,503,54.2
Electronic City,2025-06-06,Friday,False,17,608.3,100.6,708.9,503,59.1
Electronic City,2025-06-06,Friday,False,18,665.5,1064.4,1729.9,503,100.0
Electronic City,2025-06-06,Friday,False,19,646.5,1353.6,2000.1,503,100.0
Electronic City,2025-06-06,Friday,False,20,631.2,1654.1,2285.4,503,100.0
Electronic City,2025-06-06,Friday,False,21,585.4,1460.5,2045.9,503,100.0
Electronic City,2025-06-06,Friday,False,22,399.2,961.4,1360.6,503,100.0
Electronic City,2025-06-06,Friday,False,23,371.1,430.4,801.5,503,66.8
Hebbal,2025-06-06,Friday,False,0,108.5,379.6,488.1,422,81.3
Hebbal,2025-06-06,Friday,False,1,97.5,360.5,458.0,422,76.3
Hebbal,2025-06-06,Friday,False,2,98.5,384.9,483.4,422,80.6
Hebbal,2025-06-06,Friday,False,3,117.5,100.1,217.6,422,36.3
Hebbal,2025-06-06,Friday,False,4,109.0,99.7,208.7,422,34.8
Hebbal,2025-06-06,Friday,False,5,160.0,92.1,252.2,422,42.0
Hebbal,2025-06-06,Friday,False,6,180.9,312.6,493.4,422,82.2
Hebbal,2025-06-06,Friday,False,7,217.3,266.6,483.8,422,80.6
Hebbal,2025-06-06,Friday,False,8,267.1,316.8,583.9,422,97.3
Hebbal,2025-06-06,Friday,False,9,264.1,308.1,572.2,422,95.4
Hebbal,2025-06-06,Friday,False,10,267.7,87.6,355.3,422,59.2
Hebbal,2025-06-06,Friday,False,11,287.3,85.9,373.2,422,62.2
Hebbal,2025-06-06,Friday,False,12,272.2,84.8,357.0,422,59.5
Hebbal,2025-06-06,Friday,False,13,275.2,93.7,368.9,422,61.5
Hebbal,2025-06-06,Friday,False,14,248.5,93.3,341.8,422,57.0
Hebbal,2025-06-06,Friday,False,15,254.9,88.6,343.5,422,57.2
Hebbal,2025-06-06,Friday,False,16,232.3,88.5,320.8,422,53.5
Hebbal,2025-06-06,Friday,False,17,266.0,91.5,357.5,422,59.6
Hebbal,2025-06-06,Friday,False,18,283.0,902.2,1185.2,422,100.0
Hebbal,2025-06-06,Friday,False,19,275.6,1123.5,1399.1,422,100.0
Hebbal,2025-06-06,Friday,False,20,277.1,1406.4,1683.5,422,100.0
Hebbal,2025-06-06,Friday,False,21,248.9,1123.5,1372.5,422,100.0
Hebbal,2025-06-06,Friday,False,22,174.8,881.7,1056.5,422,100.0
Hebbal,2025-06-06,Friday,False,23,178.0,396.3,574.3,422,95.7
Indiranagar,2025-06-06,Friday,False,0,137.1,616.1,753.2,702,100.0
Indiranagar,2025-06-06,Friday,False,1,135.6,620.9,756.5,702,100.0
Indiranagar,2025-06-06,Friday,False,2,133.6,630.0,763.5,702,100.0
Indiranagar,2025-06-06,Friday,False,3,131.5,162.1,293.6,702,39.1
Indiranagar,2025-06-06,Friday,False,4,141.9,150.5,292.3,702,39.0
Indiranagar,2025-06-06,Friday,False,5,223.7,155.4,379.0,702,50.5
Indiranagar,2025-06-06,Friday,False,6,254.6,507.6,762.2,702,100.0
Indiranagar,2025-06-06,Friday,False,7,273.2,508.9,782.1,702,100.0
Indiranagar,2025-06-06,Friday,False,8,324.6,530.2,854.8,702,100.0
Indiranagar,2025-06-06,Friday,False,9,363.2,520.1,883.2,702,100.0
Indiranagar,2025-06-06,Friday,False,10,378.1,160.2,538.3,702,71.8
Indiranagar,2025-06-06,Friday,False,11,346.8,158.0,504.8,702,67.3
Indiranagar,2025-06-06,Friday,False,12,335.0,153.0,488.0,702,65.1
Indiranagar,2025-06-06,Friday,False,13,336.1,150.8,486.9,702,64.9
Indiranagar,2025-06-06,Friday,False,14,294.2,159.9,454.2,702,60.6
Indiranagar,2025-06-06,Friday,False,15,306.4,158.5,464.9,702,62.0
Indiranagar,2025-06-06,Friday,False,16,310.2,137.6,447.8,702,59.7
Indiranagar,2025-06-06,Friday,False,17,352.0,147.6,499.7,702,66.6
Indiranagar,2025-06-06,Friday,False,18,365.3,1576.3,1941.6,702,100.0
Indiranagar,2025-06-06,Friday,False,19,392.8,1848.5,2241.3,702,100.0
Indiranagar,2025-06-06,Friday,False,20,327.4,2189.9,2517.3,702,100.0
Indiranagar,2025-06-06,Friday,False,21,347.7,1860.0,2207.7,702,100.0
Indiranagar,2025-06-06,Friday,False,22,214.9,1428.9,1643.8,702,100.0
Indiranagar,2025-06-06,Friday,False,23,248.6,615.4,864.0,702,100.0
Koramangala,2025-06-07,Saturday,True,0,130.8,776.0,906.9,916,100.0
Koramangala,2025-06-07,Saturday,True,1,123.9,812.9,936.9,916,100.0
Koramangala,2025-06-07,Saturday,True,2,132.1,821.9,954.1,916,100.0
Koramangala,2025-06-07,Saturday,True,3,137.6,198.1,335.7,916,37.3
Koramangala,2025-06-07,Saturday,True,4,135.4,192.0,327.4,916,36.4
Koramangala,2025-06-07,Saturday,True,5,203.9,211.1,415.0,916,46.1
Koramangala,2025-06-07,Saturday,True,6,234.5,652.4,886.8,916,98.5
Koramangala,2025-06-07,Saturday,True,7,267.0,621.1,888.0,916,98.7
Koramangala,2025-06-07,Saturday,True,8,319.2,715.4,1034.6,916,100.0
Koramangala,2025-06-07,Saturday,True,9,320.0,668.3,988.4,916,100.0
Koramangala,2025-06-07,Saturday,True,10,345.6,197.4,543.0,916,60.3
Koramangala,2025-06-07,Saturday,True,11,333.8,204.9,538.8,916,59.9
Koramangala,2025-06-07,Saturday,True,12,319.8,204.7,524.5,916,58.3
Koramangala,2025-06-07,Saturday,True,13,335.7,180.4,516.1,916,57.3
Koramangala,2025-06-07,Saturday,True,14,302.7,199.0,501.7,916,55.7
Koramangala,2025-06-07,Saturday,True,15,285.7,199.4,485.1,916,53.9
Koramangala,2025-06-07,Saturday,True,16,279.6,191.1,470.7,916,52.3
Koramangala,2025-06-07,Saturday,True,17,342.7,181.2,523.9,916,58.2
Koramangala,2025-06-07,Saturday,True,18,334.0,1816.8,2150.8,916,100.0
Koramangala,2025-06-07,Saturday,True,19,358.2,2494.1,2852.2,916,100.0
Koramangala,2025-06-07,Saturday,True,20,315.2,2827.0,3142.2,916,100.0
Koramangala,2025-06-07,Saturday,True,21,329.2,2453.8,2783.0,916,100.0
Koramangala,2025-06-07,Saturday,True,22,213.6,2087.5,2301.1,916,100.0
Koramangala,2025-06-07,Saturday,True,23,225.7,784.7,1010.4,916,100.0
HSR Layout,2025-06-07,Saturday,True,0,92.2,562.7,654.9,620,100.0
HSR Layout,2025-06-07,Saturday,True,1,101.6,489.1,590.7,620,90.9
HSR Layout,2025-06-07,Saturday,True,2,89.1,523.7,612.8,620,94.3
HSR Layout,2025-06-07,Saturday,True,3,96.0,138.1,234.1,620,36.0
HSR Layout,2025-06-07,Saturday,True,4,85.3,133.4,218.7,620,33.7
HSR Layout,2025-06-07,Saturday,True,5,168.1,134.1,302.2,620,46.5
HSR Layout,2025-06-07,Saturday,True,6,166.0,416.6,582.6,620,89.6
HSR Layout,2025-06-07,Saturday,True,7,190.0,422.3,612.4,620,94.2
HSR Layout,2025-06-07,Saturday,True,8,229.4,458.5,687.9,620,100.0
HSR Layout,2025-06-07,Saturday,True,9,244.7,435.7,680.4,620,100.0
HSR Layout,2025-06-07,Saturday,True,10,237.3,139.5,376.8,620,58.0
HSR Layout,2025-06-07,Saturday,True,11,243.5,134.6,378.2,620,58.2
HSR Layout,2025-06-07,Saturday,True,12,237.9,131.2,369.1,620,56.8
HSR Layout,2025-06-07,Saturday,True,13,241.3,125.0,366.2,620,56.3
HSR Layout,2025-06-07,Saturday,True,14,210.5,133.8,344.3,620,53.0
HSR Layout,2025-06-07,Saturday,True,15,222.6,129.3,352.0,620,54.1
HSR Layout,2025-06-07,Saturday,True,16,207.5,131.5,339.1,620,52.2
HSR Layout,2025-06-07,Saturday,True,17,260.4,127.6,388.0,620,59.7
HSR Layout,2025-06-07,Saturday,True,18,258.2,1251.8,1510.0,620,100.0
HSR Layout,2025-06-07,Saturday,True,19,274.9,1609.8,1884.7,620,100.0
HSR Layout,2025-06-07,Saturday,True,20,248.2,2110.8,2359.0,620,100.0
HSR Layout,2025-06-07,Saturday,True,21,257.1,1539.9,1797.0,620,100.0
HSR Layout,2025-06-07,Saturday,True,22,150.7,1370.0,1520.7,620,100.0
HSR Layout,2025-06-07,Saturday,True,23,174.8,519.2,693.9,620,100.0
Whitefield,2025-06-07,Saturday,True,0,125.3,700.9,826.2,808,75.1
Whitefield,2025-06-07,Saturday,True,1,151.3,669.2,820.5,808,74.6
Whitefield,2025-06-07,Saturday,True,2,183.2,709.1,892.3,808,81.1
Whitefield,2025-06-07,Saturday,True,3,209.5,171.3,380.8,808,34.6
Whitefield,2025-06-07,Saturday,True,4,161.4,182.5,344.0,808,31.3
Whitefield,2025-06-07,Saturday,True,5,289.6,171.4,461.0,808,41.9
Whitefield,2025-06-07,Saturday,True,6,324.2,570.8,895.0,808,81.4
Whitefield,2025-06-07,Saturday,True,7,377.7,630.9,1008.6,808,91.7
Whitefield,2025-06-07,Saturday,True,8,423.0,594.0,1017.0,808,92.5
Whitefield,2025-06-07,Saturday,True,9,428.4,550.6,979.0,808,89.0
Whitefield,2025-06-07,Saturday,True,10,488.3,173.9,662.2,808,60.2
Whitefield,2025-06-07,Saturday,True,11,441.4,174.6,616.0,808,56.0
Whitefield,2025-06-07,Saturday,True,12,478.8,161.9,640.7,808,58.2
Whitefield,2025-06-07,Saturday,True,13,495.1,179.5,674.6,808,61.3
Whitefield,2025-06-07,Saturday,True,14,422.1,174.5,596.6,808,54.2
Whitefield,2025-06-07,Saturday,True,15,443.8,182.9,626.7,808,57.0
Whitefield,2025-06-07,Saturday,True,16,404.0,181.1,585.1,808,53.2
Whitefield,2025-06-07,Saturday,True,17,458.8,172.1,630.9,808,57.4
Whitefield,2025-06-07,Saturday,True,18,510.4,1719.8,2230.2,808,100.0
Whitefield,2025-06-07,Saturday,True,19,505.5,2278.4,2783.9,808,100.0
Whitefield,2025-06-07,Saturday,True,20,462.3,2511.7,2974.1,808,100.0
Whitefield,2025-06-07,Saturday,True,21,483.2,2208.1,2691.3,808,100.0
Whitefield,2025-06-07,Saturday,True,22,319.2,1691.8,2011.0,808,100.0
Whitefield,2025-06-07,Saturday,True,23,329.1,765.0,1094.0,808,99.5
Electronic City,2025-06-07,Saturday,True,0,184.6,458.7,643.3,504,53.6
Electronic City,2025-06-07,Saturday,True,1,192.9,392.0,584.8,504,48.7
Electronic City,2025-06-07,Saturday,True,2,164.0,444.7,608.7,504,50.7
Electronic City,2025-06-07,Saturday,True,3,212.5,112.2,324.7,504,27.1
Electronic City,2025-06-07,Saturday,True,4,207.6,123.0,330.6,504,27.5
